Rk,Player,Nation,Position,Squad,Current age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,Matches
333,Wilfredo Soleto,boBOL,MF,Indep Petrolero,29-114,1996,7,7,621,6.9,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
334,Marcelo Somoya,boBOL,MF,The Strongest,21-108,2004,3,3,163,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
335,Wilder Soto,boBOL,FW,Wilstermann,21-149,2004,5,1,128,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
336,Richard Spenhay,boBOL,MF,Blooming,27-279,1997,9,9,653,7.3,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
337,Carlos Suárez,veVEN,MF,San Antonio Bulo Bulo,33-050,1992,6,2,212,2.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
338,Marcelo Suarez,boBOL,DF,Always Ready,23-177,2001,9,9,810,9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
339,Fran Supayabe,boBOL,DF,The Strongest,29-154,1996,3,0,31,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
340,Enrique Taborga,boBOL,DF,Always Ready,23-073,2002,2,1,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
341,Makerlo Tellez,boBOL,MF,Wilstermann,22-236,2002,9,9,728,8.1,0,2,2,0,0,0,3,0,0,0.25,0.25,0,0.25,Matches
342,Renan Terrazas Soliz,boBOL,MF,Always Ready,18-344,2006,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
343,Jairo Thomas,boBOL,MF,Real Oruro,25-076,2000,6,6,487,5.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
344,Thomaz,brBRA,MF,Indep Petrolero,39-044,1986,8,8,629,7,2,4,6,1,1,1,2,0,0.29,0.57,0.86,0.14,0.72,Matches
345,Tommy Tobar,coCOL,FW,FC Universitario,38-206,1986,8,7,586,6.5,2,0,2,2,0,0,2,0,0.31,0,0.31,0.31,0.31,Matches
346,Robson Tomé,boBOL,MF,Bolívar,23-028,2002,5,4,306,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
347,Mirko Tomianovic,boBOL,MF,Real Tomayapo,23-257,2001,7,2,256,2.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
348,Saúl Torres,boBOL,DF,Nacional Potosí,35-085,1990,8,8,606,6.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
349,Daniel Torrez,boBOL,DF,Real Tomayapo,18-214,2006,6,6,442,4.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
350,Andrés Torrico,boBOL,MF,Nacional Potosí,20-309,2004,7,7,619,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
351,Dario Torrico,boBOL,MF,Always Ready,24-240,2000,9,9,696,7.7,5,2,7,5,0,0,0,0,0.65,0.26,0.91,0.65,0.91,Matches
352,Didí Torrico,boBOL,MF,Aurora,37-028,1988,9,9,768,8.5,1,0,1,1,0,0,3,0,0.12,0,0.12,0.12,0.12,Matches
353,Jair Torrico,boBOL,DF,Aurora,38-317,1986,8,7,616,6.8,1,3,4,1,0,0,2,0,0.15,0.44,0.58,0.15,0.58,Matches
354,Enrique Triverio,arARG,FW,The Strongest,36-166,1988,8,8,678,7.5,5,1,6,4,1,1,4,1,0.66,0.13,0.8,0.53,0.66,Matches
355,Bismark Ubah,ngNGA,FW,Indep Petrolero,31-161,1994,9,5,531,5.9,3,0,3,3,0,0,2,0,0.51,0,0.51,0.51,0.51,Matches
356,Braulio Uraezaña,boBOL,GK,Blooming,30-081,1995,8,8,720,8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
357,Diego Ureña,,,GV San José,,,6,5,420,4.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
358,Luciano Ursino,boBOL,MF,The Strongest,36-227,1988,5,5,376,4.2,0,1,1,0,0,0,4,0,0,0.24,0.24,0,0.24,Matches
359,Javier Uzeda,boBOL,FW,Always Ready,22-319,2002,7,7,374,4.2,0,1,1,0,0,0,0,0,0,0.24,0.24,0,0.24,Matches
360,Angel Vaca,boBOL,MF,San Antonio Bulo Bulo,23-163,2002,2,0,11,0.1,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
361,Ervin Vaca,boBOL,MF,Bolívar,21-089,2004,5,3,266,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
362,Gonzalo Vaca,boBOL,DF,Guabirá,22-304,2002,5,4,373,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
363,Henry Vaca,boBOL,MF,Bolívar,27-139,1998,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
364,Leonardo Vaca,boBOL,FW,ABB,29-203,1995,7,4,350,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
365,Oscar Vaca,boBOL,MF,Aurora,36-228,1988,3,2,191,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
366,Pablo Vaca,boBOL,MF,Oriente Petrolero,23-015,2002,3,1,146,1.6,1,0,1,1,0,0,2,1,0.62,0,0.62,0.62,0.62,Matches
367,Ramiro Vaca,boBOL,MF,Bolívar,25-349,1999,7,6,577,6.4,0,7,7,0,0,0,1,0,0,1.09,1.09,0,1.09,Matches
368,Guido Vadalá,arARG,"FW,MF",Blooming,28-127,1997,9,6,557,6.2,4,1,5,4,0,0,1,0,0.65,0.16,0.81,0.65,0.81,Matches
369,Denilson Valda,boBOL,DF,FC Universitario,27-359,1997,5,1,177,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
370,Yerco Vallejos,boBOL,FW,Real Oruro,30-073,1995,8,6,479,5.3,1,0,1,1,0,1,4,0,0.19,0,0.19,0.19,0.19,Matches
371,Rodrigo Vargas Castillo,boBOL,FW,San Antonio Bulo Bulo,30-239,1994,4,3,220,2.4,1,0,1,1,0,0,0,0,0.41,0,0.41,0.41,0.41,Matches
372,Diego Vargas,,DF,GV San José,,,5,2,165,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
373,Fabio Vargas,boBOL,MF,Oriente Petrolero,21-055,2004,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
374,Luis Vargas,boBOL,MF,Guabirá,29-135,1996,3,1,86,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
375,Fabricio Vasquez,boBOL,FW,GV San José,22-013,2003,6,3,328,3.6,2,0,2,2,0,0,0,0,0.55,0,0.55,0.55,0.55,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
376,Erick Veizaga,boBOL,,Wilstermann,18-164,2007,2,0,77,0.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
377,William Velasco,boBOL,MF,Real Oruro,25-055,2000,4,0,52,0.6,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
378,Emerson Velasquez,boBOL,MF,Indep Petrolero,26-111,1999,6,6,445,4.9,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
379,Jesus Velasquez,boBOL,,Bolívar,18-284,2006,2,1,79,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
380,Jhon Velásquez,boBOL,MF,Bolívar,22-054,2003,8,7,594,6.6,4,5,9,4,0,0,2,0,0.61,0.76,1.36,0.61,1.36,Matches
381,Fellipe Veloso,brBRA,FW,Guabirá,31-144,1994,5,5,360,4,1,0,1,1,0,0,0,1,0.25,0,0.25,0.25,0.25,Matches
382,Jhunior Vera,boBOL,GK,FC Universitario,22-083,2003,7,7,626,7,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
383,Iván Vidaurre,boBOL,MF,Aurora,38-133,1987,5,3,220,2.4,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
384,Bruno Vides,arARG,"FW,MF",GV San José,32-115,1993,2,1,118,1.3,1,0,1,0,1,1,0,0,0.76,0,0.76,0,0,Matches
385,Julio Vila,arARG,DF,Real Oruro,29-151,1996,9,9,810,9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
386,Damián Villalba,arARG,FW,Indep Petrolero,34-043,1991,8,5,391,4.3,7,0,7,7,0,0,1,0,1.61,0,1.61,1.61,1.61,Matches
387,Jaime Villamil,boBOL,DF,GV San José,32-253,1992,5,3,317,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
388,Sergio Villamil,boBOL,MF,GV San José,30-183,1994,7,5,417,4.6,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
389,Moisés Villarroel Angulo,boBOL,MF,Blooming,26-292,1998,9,8,733,8.1,3,0,3,2,1,1,1,0,0.37,0,0.37,0.25,0.25,Matches
390,Nicolas Villarroel Galindo,boBOL,,Wilstermann,17-271,2007,9,9,810,9,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
391,Miguel Villarroel,boBOL,FW,Guabirá,22-156,2003,2,0,66,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
392,Sebastian Villarroel,boBOL,,San Antonio Bulo Bulo,18-127,2007,3,3,171,1.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
393,Sebastián Viveros,coCOL,MF,San Antonio Bulo Bulo,28-046,1997,5,2,215,2.4,1,0,1,1,0,0,3,0,0.42,0,0.42,0.42,0.42,Matches
394,Leonardo Viviani,boBOL,FW,Aurora,17-267,2007,3,0,60,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
395,Wagner,brBRA,MF,FC Universitario,24-280,2000,7,3,290,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
396,Willie,brBRA,FW,Indep Petrolero,32-031,1993,5,2,200,2.2,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
397,Jonathan Yarvi,,MF,Real Tomayapo,,,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
398,Fabio Zamora,boBOL,MF,ABB,19-212,2005,3,2,159,1.8,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
399,Luis Zeballos,boBOL,FW,Oriente Petrolero,23-039,2002,3,2,142,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
400,Sebastián Zeballos,arARG,FW,Real Oruro,23-333,2001,9,8,616,6.8,2,1,3,2,0,0,0,0,0.29,0.15,0.44,0.29,0.44,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
401,Santiago Zotes,boBOL,GK,Wilstermann,20-313,2004,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
402,Alexander Zurita,arARG,DF,Real Oruro,27-247,1997,7,5,493,5.5,1,0,1,1,0,0,1,0,0.18,0,0.18,0.18,0.18,Matches
