,,,,Rk,Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,Matches
114,Alaa Al Dali,sySYR,FW,Chadormalu SC,27,1997,11,5,475,5.3,0,0,0,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,Matches
115,Sajjad Danaye Baghaki,,DF,Esteghlal Khuz,27,1996,13,3,340,3.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
116,Mohammad Daneshgar,irIRN,"DF,MF",Sepahan,30,1994,28,24,"2,168",24.1,1,2,3,1,0,0,3,0,0.04,0.08,0.12,0.04,0.12,Matches
117,Seyed Darvishi,,DF,Nassaji,,,1,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
118,Mahdi Daryabari,,FW,SorkhPooshan FC,,,8,2,229,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
119,Mobin Dehghan,irIRN,MF,Kheybar,18,2005,16,8,838,9.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
120,Reza Dehghan,irIRN,MF,Chadormalu SC,27,1997,25,20,"1,591",17.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
121,Mohammad Dindar,irIRN,MF,SorkhPooshan FC,19,2005,20,13,"1,070",11.9,0,2,2,0,0,0,3,0,0.00,0.17,0.17,0.00,0.17,Matches
122,Domagoj Drožđek,hrCRO,MF,Tractor Sazi,28,1996,14,9,859,9.5,8,1,9,8,0,0,0,0,0.84,0.10,0.94,0.84,0.94,Matches
123,Serdar Dursun,trTUR,FW,Persepolis,32,1991,12,11,937,10.4,5,0,5,5,0,0,0,0,0.48,0.00,0.48,0.48,0.48,Matches
124,Amir Ebrahimzadeh,irIRN,FW,Aluminium Arak,20,2004,3,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
125,Mohamed Eisa,sdSDN,FW,Nassaji,30,1994,10,4,373,4.1,0,0,0,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
126,Faraz Emamali,irIRN,FW,Kheybar,29,1995,28,24,"2,030",22.6,4,2,6,4,0,0,5,0,0.18,0.09,0.27,0.18,0.27,Matches
127,Alireza Enayatzadeh,irIRN,MF,Persepolis,20,2004,7,3,225,2.5,1,0,1,1,0,0,1,0,0.40,0.00,0.40,0.40,0.40,Matches
128,Nima Entezari,irIRN,MF,Malavan,28,1996,27,26,"2,120",23.6,2,0,2,1,1,1,8,0,0.08,0.00,0.08,0.04,0.04,Matches
129,Hesam Eskandari,,FW,Esteghlal,20,2004,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
130,Ali Eslami,,FW,Zob Ahan,21,2002,4,0,65,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
131,Karim Eslami,irIRN,FW,SorkhPooshan FC,38,1986,13,9,890,9.9,2,0,2,2,0,0,4,0,0.20,0.00,0.20,0.20,0.20,Matches
132,Mohammadhossein Eslami,irIRN,FW,Esteghlal,23,2001,20,14,"1,323",14.7,3,1,4,3,0,0,2,0,0.20,0.07,0.27,0.20,0.27,Matches
133,Ghaem Eslamikhah,irIRN,MF,Malavan,29,1995,21,14,"1,295",14.4,4,1,5,1,3,3,6,1,0.28,0.07,0.35,0.07,0.14,Matches
134,Amirreza Eslamtalab,irIRN,MF,Gol Gohar,21,2003,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
135,Farshid Esmaeili,irIRN,MF,Mes Rafsanjan,30,1994,11,9,634,7.0,0,1,1,0,0,0,1,0,0.00,0.14,0.14,0.00,0.14,Matches
136,Danial Esmaeilifar,irIRN,MF,Tractor Sazi,31,1993,30,30,"2,595",28.8,3,4,7,3,0,0,5,0,0.10,0.14,0.24,0.10,0.24,Matches
137,Majid Eydi,,DF,Gol Gohar,27,1996,28,22,"1,940",21.6,0,1,1,0,0,0,5,0,0.00,0.05,0.05,0.00,0.05,Matches
138,Soheil Fadakar,,FW,Shams Azar,25,1998,6,3,248,2.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
139,Soheil Fadakar,,FW,Malavan,25,1998,10,0,261,2.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
140,Milad Fakhreddini,irIRN,"DF,MF",Shams Azar,34,1990,15,13,"1,055",11.7,1,0,1,1,0,0,2,0,0.09,0.00,0.09,0.09,0.09,Matches
141,Milad Fakhreddini,irIRN,"DF,MF",Gol Gohar,34,1990,14,8,796,8.8,0,1,1,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,Matches
142,Mojtaba Fakhrian,irIRN,MF,Shams Azar,21,2003,23,20,"1,609",17.9,4,0,4,4,0,0,4,0,0.22,0.00,0.22,0.22,0.22,Matches
143,Esmail Falamarzi,,DF,Sepahan,,,4,1,94,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
144,Saman Fallah,irIRN,MF,Malavan,23,2001,11,11,945,10.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
145,Saman Fallah,irIRN,MF,Esteghlal,23,2001,9,6,635,7.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
146,Habib Farabbasi,irIRN,GK,Malavan,26,1997,28,28,"2,520",28.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
147,Taha Farahani,,MF,Chadormalu SC,,,5,3,287,3.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
148,Farshad Faraji,irIRN,MF,Persepolis,30,1994,22,17,"1,511",16.8,1,1,2,1,0,0,4,0,0.06,0.06,0.12,0.06,0.12,Matches
149,Ali Fathi,,MF,SorkhPooshan FC,24,2000,12,7,642,7.1,1,0,1,1,0,0,0,0,0.14,0.00,0.14,0.14,0.14,Matches
150,Mohsen Forouzan,irIRN,GK,Shams Azar,36,1988,13,13,"1,169",13.0,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
151,Farzin Garousian,irIRN,GK,Gol Gohar,32,1992,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
