,,,,Rk,Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,Matches
364,Barnabás Varga,huHUN,FW,Ferencváros,30,1994,29,22,"2,014",22.4,12,2,14,9,3,3,5,0,0.54,0.09,0.63,0.40,0.49,Matches
365,Bence Varga,huHUN,GK,Kecskemét,34,1990,11,11,986,11.0,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
366,Roland Varga,huHUN,FW,Paks,34,1990,9,2,275,3.1,0,1,1,0,0,0,0,0,0.00,0.33,0.33,0.00,0.33,Matches
367,Zétény Varga,huHUN,MF,Diósgyőr,18,2006,7,6,397,4.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
368,Benedek Varju,huHUN,DF,MTK Budapest,23,2001,24,23,"2,105",23.4,4,0,4,4,0,0,7,1,0.17,0.00,0.17,0.17,0.17,Matches
369,Bence Várkonyi,huHUN,DF,Zalaegerszeg,22,2002,28,23,"2,061",22.9,1,0,1,1,0,0,2,2,0.04,0.00,0.04,0.04,0.04,Matches
370,Gábor Vas,huHUN,DF,Paks,20,2003,21,19,"1,688",18.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
371,Márton Vattay,huHUN,"MF,FW",Kecskemét,18,2005,13,5,396,4.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
372,Bálint Vécsei,huHUN,"MF,DF",Paks,31,1993,28,25,"2,036",22.6,1,2,3,1,0,0,2,1,0.04,0.09,0.13,0.04,0.13,Matches
373,Bence Végh,huHUN,"DF,MF",MTK Budapest,27,1997,25,8,934,10.4,1,0,1,1,0,0,2,0,0.10,0.00,0.10,0.10,0.10,Matches
374,Bence Vékony,huHUN,MF,Puskás,18,2005,13,0,73,0.8,0,2,2,0,0,0,0,0,0.00,2.47,2.47,0.00,2.47,Matches
375,Darko Velkovski,mkMKD,DF,Nyíregyháza,29,1995,3,3,198,2.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
376,Luciano Vera,arARG,"DF,MF",Győr,22,2002,7,6,482,5.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
377,Fábio Vianna,ptPOR,DF,Győr,25,1998,9,3,345,3.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
378,Tamás Vid Tóth,huHUN,FW,Vidi,19,2004,2,0,23,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
379,László Vingler,huHUN,MF,Győr,18,2005,3,1,118,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
380,Milán Vitális,huHUN,MF,Győr,22,2002,13,13,"1,129",12.5,1,1,2,1,0,0,4,0,0.08,0.08,0.16,0.08,0.16,Matches
381,Balázs Vogyicska,huHUN,MF,Zalaegerszeg,21,2003,5,0,60,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
382,József Windecker,huHUN,"MF,FW",Paks,31,1992,25,19,"1,824",20.3,6,4,10,4,2,3,6,0,0.30,0.20,0.49,0.20,0.39,Matches
383,Amos Youga,cfCTA,MF,Debrecen,31,1992,13,13,"1,104",12.3,1,3,4,1,0,0,3,1,0.08,0.24,0.33,0.08,0.33,Matches
384,Kristoffer Zachariassen,noNOR,MF,Ferencváros,29,1994,26,13,"1,148",12.8,0,1,1,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,Matches
385,Márió Zeke,huHUN,"DF,MF",Kecskemét,23,2000,33,33,"2,854",31.7,2,0,2,2,0,0,3,0,0.06,0.00,0.06,0.06,0.06,Matches
386,David Zimonyi,huHUN,FW,Paks,26,1997,10,3,378,4.2,0,1,1,0,0,0,1,0,0.00,0.24,0.24,0.00,0.24,Matches
